review_rating,review_body,Cleaned_Review
0,"This is a great bag for travel, holds a lot, beautiful color but arrived shipped completely flat in a plastic bag so it is so full of creases it won’t hold its shape.I’ve used a hairdryer on it and filled with clothing to try and get the creases out and the proper shape of the bag back but no luck which is a shame as otherwise this would have received 5 stars as it should have been shipped in a box with tissue packing inside the bag!",great bag travel holds lot beautiful color arrived shipped completely flat plastic bag full creases hold shape used hairdryer filled clothing try get creases proper shape bag back luck shame otherwise would received stars shipped box tissue packing inside bag
1,I bought this to replace a makeup bag I’ve had for years.This holds more products and opens up so you can easily find what you need.Very happy with this makeup bag.,bought replace makeup bag years holds products opens easily find need happy makeup bag
0,"Good quality, pretty color. Was given as a gift and they really liked it",good quality pretty color given gift really liked
1,"I love the all the space you get, the different pockets and how easy it is to organize my makeup. Highly recommend",love space get different pockets easy organize makeup highly recommend
1,"I wasn’t totally sure about this bag at fast, especially since it was super stiff. It has become easier to open and shut but has held its shape after several months of daily use. It has the most amazing pockets and stuff usually stays in really well. You can fit SO much in here!! I love it!!",totally sure bag fast especially since super stiff become easier open shut held shape several months daily use amazing pockets stuff usually stays really well fit much love
0,It’s nice and roomy. Delivery was fast too. Fits the devices I needed to store in it. It comes folded so there is a hard crease in the fabric. But that doesn’t bother me so much. I store my electrodes tens machine in it. I just needed a convenient bag to store it in.,nice roomy delivery fast fits devices needed store comes folded hard crease fabric bother much store electrodes tens machine needed convenient bag store
1,This little makeup bag hold way more than you expect it to!,little makeup bag hold way expect
1,Gift for my daughter. She loves it!,gift daughter loves
1,This cosmetic/makeup bag is exactly what I was looking for. The quality seems to be top notch and the use of space with compartments is great specifically for makeup. The value is awesome too!,cosmetic makeup bag exactly looking quality seems top notch use space compartments great specifically makeup value awesome
1,I wasn’t sure what to expect for quality and size. It far surpassed my expectations! It holds all the things and more. I bought it to replace a too small makeup bag and to take it on vacation with me. It did its job and I would buy it again.,sure expect quality size far surpassed expectations holds things bought replace small makeup bag take vacation job would buy
1,"My sister loves it, she already have it packed for vacation.",sister loves already packed vacation
0,I love the color and its a good size but not big enough for what i needed,love color good size big enough needed
1,"Not sure where I saw this bag, but I decided to give it a try.I travel a lot and needed a travel case for my makeup.I love that this case fits all my make up, and a few other things when I travel. Simple modern design and has lots of little storage pockets to keep your items nice and neat while traveling.Highly recommend.",sure saw bag decided give try travel lot needed travel case makeup love case fits make things travel simple modern design lots little storage pockets keep items nice neat traveling highly recommend
1,"Very roomy,enough space for personal items and makeup for several days.",roomy enough space personal items makeup several days
1,This really is the perfect bag for not only makeup but skin care products. It’s such great quality and has so many compartments. It’s even better than the pictures trust me! I got one for both my daughters and ended up getting one for myself too.,really perfect bag makeup skin care products great quality many compartments even better pictures trust got one daughters ended getting one
0,The quality of the bag is good but it was not a large bag. Keeping but disappointed.,quality bag good large bag keeping disappointed
1,"i don’t even know where to start. First of all, just look at the sleek amazing aesthetic of this bag. Not only does it look amazing but the use I get out of this bag is unreal. I’ve already bought multiple. One for my skin care, One of my makeup, and one for my vitamins / medicines I bring on my travels. It’s so good even my boyfriend uses the black one LOL! Great gift as well, I got one for my moms birthday as well and she loves. You really can’t go wrong with this multipurpose bag! If you don’t own it…you should",even know start first look sleek amazing aesthetic bag look amazing use get bag unreal already bought multiple one skin care one makeup one vitamins medicines bring travels good even boyfriend uses black one lot great gift well got one moms birthday well loves really go wrong multipurpose bag
1,Fits perfectly in my bag.I will be using this bag for my personal toiletries.,fits perfectly bag using bag personal toiletries
0,This make up bag looks elegant and better/higher quality than many other in same price range. Ivory color is beautiful and looks chic.,make bag looks elegant better higher quality many price range ivory color beautiful looks chic
1,"I was in the market for the perfect sized travel makeup bag and this has exceeded my expectations. I can fit everything I need and it’s so convenient! I’ve thrown this in my gym bag for everything I need and it’s small enough where it fits in any bag but big enough to hold all my essentials. This is a great, affordable gift for any of your friends as well. Also, it’s so cute and I’ve received multiple compliments from people asking where it’s from. Buy this bag!!!!",market perfect sized travel makeup bag exceeded expectations fit everything need convenient thrown gym bag everything need small enough fits bag big enough hold essentials great affordable gift friends well also cute received multiple compliments people asking buy bag
1,"I recently ordered this for an upcoming trip and was shocked by how much space was available. I was able to pack the majority of my skin care and dental products. The unique shape and design of the bag is maximized to hold the most about of space possible. Additionally, when I unzip the bag, I’m able to see all my products without digging around for them, like I have previously in other toiletry bag designs. Cannot recommend enough!",recently ordered upcoming trip shocked much space available able pack majority skin care dental products unique shape design bag maximized hold space possible additionally unzip bag able see products without digging around like previously toiletry bag designs recommend enough
1,Exactly what I was expecting. I like how it opens and you can see everything inside instead of digging around like a typical makeup bag.,exactly expecting like opens see everything inside instead digging around like typical makeup bag
1,Good purchase,good purchase
1,MET ALL EXPECTATIONS.,met tongue sticking cheeky playful blowing raspberryectations
0,"The material is okay, the bag itself is of a nice size and okay quality (not expecting much, it's amazon) but they ship it out FLAT. It arrived in a sealed plastic bag that was tightly wrapped around it, folded like in the first picture. Would be a non issue except you can see how the crease affects the bag. Price wise is okay, but I found a slightly cheaper version almost $8 less with a very similar design on Amazon as well. And guess what, it doesn't arrive flat! The other bag had stuffing to keep the bag shape, without compromising its structural integrity. So save your money and go find the other options here that won't squish your bag. Returning this item",material okay bag nice size okay quality expecting much amazonconfusion ship flat arrived sealed plastic bag tightly wrapped around folded like first picture would non issue except see crease affects bag price wise okay found slightly cheaper version almost less similar design amazon well guess arrive flat bag stuffing keep bag shape without compromising structural integrity save money go find options squish bag returning item
1,Lots of room for all items with dividers and pockets.,lots room items dividers pockets
1,Love the way that it unzips and sits on the counter so you can see all of your products!It is great fabric...easy to clean and is holding up great!I have the matching weekender bag and I love the set!!I feel very put together!I love it so much I bought a bunch for gifts!!,love way unzips sits counter see products great fabric easy clean holding great matching weekender bag love set feel put together love much bought bunch gifts
1,"Recently used this for a week trip to Mexico and it was beyond perfect for the occasion. Held all the necessities and then some with room to spare! Look wise it is so chic and has a nice space saving zipper design with plenty of pocket space. So so happy, would love to buy more for family and friends :))",recently used week trip mexico beyond perfect occasion held necessities room spare look wise chic nice space saving zipper design plenty pocket space happy would love buy family friends happy face smileyconfusion
1,"I got this for my skincare items because I can never find a bag thats roomy enough for all my items. This bag is perfect size, not too big but the way it is built it has so much room. It is affordable, cute and durable.",got skincare items never find bag roomy enough items bag perfect size big way built much room affordable cute durable
1,"I bought this for a trip I took recently, and the best travel purchase I’ve ever made. Not only does it open up and lay flat, but it keeps everything separate. I’m going back and buying another one for my skin care products.",bought trip took recently best travel purchase ever made open lay flat keeps everything separate going back buying another one skin care products
1,This is well- made and opens nicely to access your items.Pretty too! Would highly recommend.,well made opens nicely access items pretty would highly recommend
1,This bag is perfect for travel because it can fit all of my makeup while still being compact. I love that I can use the side pockets and middle to organize smaller items. It also looks great in my house because it’s so cute!,bag perfect travel fit makeup still compact love use side pockets middle organize smaller items also looks great house cute
1,"I love this makeup bag! It opens up nice and wide so I can easily see all of my many makeup items! No digging around. Great quality, just like all of the other travel items I’ve bought from Kat Myhr!",love makeup bag opens nice wide easily see many makeup items digging around great quality like travel items bought kat
1,"It matches the travel bag perfectly and has plenty of room to accommodate my travel items! Quality is same as travel bag which is luxurious! Sturdyand strong construction.. Liked it so much, I bought both colors!",matches travel bag perfectly plenty room accommodate travel items quality travel bag luxurious sturdyand strong construction liked much bought colors
1,Wow! Absolutely perfect for my trip to Cabo. Both the makeup bag & travel bag are must haves. The quality is incredible and the color is a beautiful crème . I recommend this company 100%!,wow absolutely perfect trip cabo makeup bag travel bag must haves quality incredible color beautiful recommend company
1,So excited about this! I will be using this for travels but also going to use it in my diaper bag! It holds everything and keeps everything so organized!,excited using travels also going use diaper bag holds everything keeps everything organized
1,"I can fit so much in this bag! I love the shape as well, very easy to pack",fit much bag love shape well easy pack
1,This bag is such great quality. It fits sooooo much!! This is a great dupe for all the other brand name products on the market. I highly recommend!,bag great quality fits voodoo much great dupe brand name products market highly recommend
1,"What a perfect travel bag for all of my makeup and skincare products ! It’s made really well too, so happy with this purchase .",perfect travel bag makeup skincare products made really well happy purchase
0,"Not what I was expecting or what it looks like in the pictures. The makeup bag is big but unfortunately if it is full, it does not fold over or zip up together, so you are pretty limited with what you can put in this bag. Would recommend getting something else if you are looking for a larger carrier for hair products and makeup",expecting looks like pictures makeup bag big unfortunately full fold zip together pretty limited put bag would recommend getting something else looking larger carrier hair products makeup
0,When you unzip bag it opens “fully” so I thought I’d be able to use both pockets but when you go to zip up full bag whatever is in pocket on the left “falls” into pocket on the right. I was disappointed in this.,unzip bag opens fully thought would able use pockets go zip full bag whatever pocket left falls pocket right disappointed
1,My friend loved it,friend loved
0,Finely made but too small.,finely made small
0,Too small,small
0,I returned this item. I don’t recommend. It is a weird plastic material and feels cheaply made.,returned item recommend weird plastic material feels cheaply made
0,"Love using this bag for makeup stuff! It’s small in size, but because of the shape, it can hold lots of small items. Apart from using as a makeup bag, I can definitely see it being used for carrying chargers or small electronics, breastfeeding pump accessories, or even stationary equipment. Highly recommended product and I love using it daily. Would have given a 5, but the zipper is *sometimes* a pain to close, but the advantages of the bag make up for it.",love using bag makeup stuff small size shape hold lots small items apart using makeup bag definitely see used carrying chargers small electronics breastfeeding pump accessories even stationary equipment highly recommended product love using daily would given zipper sometimes pain close advantages bag make
0,"I use this bag to hold my makeup brush collection, which has recently outgrown my brush roll. The quality is decent, but somewhat underwhelming for the price. The color of the zipper is more yellow-gold than I would have liked (which honestly makes it look a bit tacky) and takes some work to open and close. I would have liked if the zipper was higher-quality.The organization is okay enough with the different pockets, but the zippered pocket is not fixed at the bottom - there's a gap that my brushes can get under, which sucks because I was hoping to use that as a divider to keep my face brushes and eye brushes separated.The size is nice - big enough to hold my large collection of brushes, but not as bulky as my makeup bags or the bag I was previously using to hold brushes. It even fits my hard case of blending sponges! I love how this bag opens out flat - very handy for digging one-handed through my brushes, no more worrying about keeping the bag upright so brushes don't roll all over the place.There is a deep crease in the product due to it being packaged folded down SUPER flat, but I'm hoping that it will come out with time and use.",use bag hold makeup brush collection recently outgrown brush roll quality decent somewhat underwhelming price color zipper yellow gold would liked honestly makes look bit tackyconfusion takes work open close would liked zipper higher quality organization okay enough different pockets zippered pocket fixed bottom gap brushes get sucks hoping use divider keep face brushes eye brushes separated size nice big enough hold large collection brushes bulky makeup bags bag previously using hold brushes even fits hard case blending sponges love bag opens flat handy digging one handed brushes worrying keeping bag upright brushes roll place deep crease product due packaged folded super flat hoping come time use
0,"This bag comes folded flat, but it’ll be loaded with products so I know it’ll get its shape. I love the gold accents and the quality overall feels very nice. The gold makes it feel more expensive. The bag will be easy to clean if something ever spills on the i side or outside, the interior is like a waterproof material and outside is faux leather.The biggest surprise was that the front panel is textured, personally I didn’t love that, I wish it was all smooth leather like the rest of the bag.Trying to capture it in my last picture.This is my second bag in this style, and honestly it’s a game changer. It’s so nice being able to see more items when the bag is fully open vs other makeup bags where you have to rifle around more to find smaller items. It’s also nice to have a zipper portion inside to store delicate/valuable/smaller items for quick access.Overall I am very happy with this, but I’m taking away one star for texture.",bag comes folded flat loaded products know get shape love gold accents quality overall feels nice gold makes feel expensive bag easy clean something ever spills side outside interior like waterproof material outside faux leather biggest surprise front panel textured personally love wish smooth leather like rest bag trying capture last picture second bag style honestly game changer nice able see items bag fully open vs makeup bags rifle around find smaller items also nice zipper portion inside store delicate valuable smaller items quick access overall happy taking away one star texture
0,"I was in the market for a new makeup bag. I needed something big enough to fit all of my stuff, and this fit the bill. The bag is significant but not overly big. I like how it opens so I can easily see my stuff and don’t have to dig through to find what I want. The material seems nice enough. It has a very aesthetic look, easy to clean, and the handle is a nice touch. I do notice that on my bag, the zipper on this sometimes gets stuck.",market new makeup bag needed something big enough fit stuff fit bill bag significant overly big like opens easily see stuff dig find want material seems nice enough aesthetic look easy clean handle nice touch notice bag zipper sometimes gets stuck
0,"This is a bit like the Tardis - much bigger on the inside. However, I like my bottles to stand up when traveling and they do not have the ability to in this case. I can fit all my make up, travel bottles and medication in this without a problem and it doesn’t take up as much room as my other travel toiletry bags. The material has an odd feel to it but I think it helps with cleaning it.",bit like cards much bigger inside however like bottles stand traveling ability case fit make travel bottles medication without problem take much room travel toiletry bags material odd feel think helps cleaning
0,"Hello everyone,This travel makeup bag definitely surprised me with qualities I’m sure others would also appreciate. The color scheme is elegant, the faux smooth leather on top with contrasting texture on the bottom makes it look high end, well made, It’s waterproof, has a handle and most importantly although not big, you can fit quite a lot in it. I used it during a recent trip and was able to fit all the makeup, skin care and even hair ties I needed. While closed, it seems small, but once opened, it expands, has convenient “wall pockets”, two big compartments and a middle zipper. All my products were visible which facilitated me getting ready everydaysince I didn’t have to look through tons of products. My rating reflects the fact that it gets stained very easily and now post travel, I can’t remove the stains both in and out which makes it look worn and dirty.Thank you!",hello everyone travel makeup bag definitely surprised qualities sure others would also appreciate color scheme elegant faux smooth leather top contrasting texture bottom makes look high end well made waterproof handle importantly although big fit quite lot used recent trip able fit makeup skin care even hair ties needed closed seems small opened expands convenient wall pockets two big compartments middle zipper products visible facilitated getting ready everydaysince look tons products rating reflects fact gets stained easily post travel remove stains makes look worn dirty thank
1,"so i like to do my nails in front of the tv at night so i can hang out with my bf and i wanted a case i can carry everything in instead of making multiple trips back and forth bringing everything out to the living room, i was worried this would be too small to fit everything but it actually fit so much that i’m using it to store all my lash extension supplies too!! the divider in the middle makes it so convenient to divide between the two. i’m amazed this not only carries my nail polish and tools but even my nail polish remover bottle!! the way it folds up however keeps it from getting too bulky it is so so clever. it opens up to fold flat and give you so much space but then when zipped shut it’s somehow half the size. it fits perfectly under my vanity shelf so i can quickly grab everything i need. plus the design is so so cute and i love the gold hardware!!! so minimal but classy and feminine. unbeatable and it feels durable and tough. buy it now!!!! great for travel also!",like nails front night hang wanted case carry everything instead making multiple trips back forth bringing everything living room worried would small fit everything actually fit much using store lash extension supplies divider middle makes convenient divide two amazed carries nail polish tools even nail polish remover bottle way folds however keeps getting bulky clever opens fold flat give much space zipped shut somehow half size fits perfectly vanity shelf quickly grab everything need plus design cute love gold hardware minimal classy feminine unbeatable feels durable tough buy great travel also
0,BOTTOM LINE:1. I recommend this KAT MYHR travel bag.2. The current price of $20 is reasonable.3. I don't have makeup. I'm using it for toiletries. Working well.LIKES:- Lots of places to hold my supplies without falling all over the place.- Opens up to easily access everything. Better than my old typical bag.DISLIKES:- Can't open is slightly to grab something. Have to open it all the way to access stuff.,bottom line recommend kat travel bag current price reasonable makeup using toiletries working well likes lots places hold supplies without falling place opens easily access everything better old typical bag dislikes open slightly grab something open way access stuff
1,"It seems that popularity across multiple age groups of our youth is being guided by the suggestions of infamous YouTubers and Tik Tokers that carry with them the multitudes of our listening youth.Well as for me, I am not subscribed to this social media venues, however my kids, or should I say young adults are. With that stated, when I found this Large Capacity Traveling Cosmetic Bag, I was educated on what people are gravitating to, through my daughters eek's and screams of joy when I gave her this case.She said that she had just recently seen one of these on one her social media educational videos that was discussing how to travel efficiently. She grabbed it, and immediately ran to her room to try to put her travel necessities together in it, in preparation for a weekender excursion with a group of her friends.She seemed to easily pack in all of the items she would need for her trip rather quickly, and came back out to the living room to display her efficiently packed essentials. With great amazement, I looked on as she told me just how the bag was supposed to be used to separate her bath and beauty itemsin a neat foldout containment bag.Well she went on her trip, and returned to boast of how her friends were so amazed to see and appreciate all of the hoopla surrounding these nifty personal hygiene foldout sacks, that hold every essential item you'll need for that well deserved get away.She said as I had already known, that these bags are well worth every penny spent on them, simply for the consolidated convenience of having everything you'll need neatly tucked in place in a singular awesomely crafted beauty bag.",seems popularity across multiple age groups youth guided suggestions infamous youtubers tie towers carry multitudes listening youth well subscribed social media venues however kids say young adults stated found large capacity traveling cosmetic bag educated people gravitating daughters eek screams joy gave case said recently seen one one social media educational videos discussing travel efficiently grabbed immediately ran room try put travel necessities together preparation weekender excursion group friends seemed easily pack items would need trip rather quickly came back living room display efficiently packed essentials great amazement looked told bag supposed used separate bath beauty items neat foldout containment bag well went trip returned boast friends amazed see appreciate hoopla surrounding nifty personal hygiene foldout sacks hold every essential item need well deserved get away said already known bags well worth every penny spent simply consolidated convenience everything need neatly tucked place singular awesomely crafted beauty bag
1,Bought this for my niece as she loved it. Arrived quickly and at a good price. Highly recommend,bought niece loved arrived quickly good price highly recommend
1,This is a very nice looking makeup bag. I love the color and the mixed materials it is made of. Part of it feels like canvas and the other part the PU leather. The zipper works great and does not catch. The inside liner is very nice as well. The flaps on the end are long enough to keep your makeup from falling out. There is a zipper pouch in the middle that can separate the bag as well as hold other products.,nice looking makeup bag love color mixed materials made part feels like canvas part leather zipper works great catch inside liner nice well flaps end long enough keep makeup falling zipper pouch middle separate bag well hold products
1,The design of this bag was so well done. I love that this bag makes it easy to separate me and my husband's basic toiletries. I like that since the zipper is on the corner the bag lays in a way that easily displays the inside of the bag. I also like that it has side pockets to further organize each side. I like that it's still small and won't take up massive space in our luggage. One thing I did think was funny is that one side of the bag doesn't match the material on the rest of the bag. Now that I see this it does show in the preview pictures for the product. This doesn't matter to me but it might to some.,design bag well done love bag makes easy separate husband basic toiletries like since zipper corner bag lays way easily displays inside bag also like side pockets organize side like still small take massive space luggage one thing think funny one side bag match material rest bag see show preview pictures product matter might
1,"This bag extends and creates a lot of room to store whatever you need. It also has side pockets along both sides to store more products. The material is good and sturdy, it will last you a long time. It is light weight and easy to carry everywhere you go.",bag extends creates lot room store whatever need also side pockets along sides store products material good sturdy last long time light weight easy carry everywhere go
1,"The size is perfect for all her makeup. She absolutely loves the color. The quality is good, and the zipper is easy to use. Also very easy to clean.",size perfect makeup absolutely loves color quality good zipper easy use also easy clean
1,This is a nice large makeup/travel bag. It fits so much inside. Nice looking and made of good material. Has extra pockets inside to separate utensils and other stuff from the makeup itself. It has enough room in it to put other toiletries in it. I would have liked the material to be soft but that doesn’t take away any stars.,nice large makeup travel bag fits much inside nice looking made good material extra pockets inside separate utensils stuff makeup enough room put toiletries would liked material soft take away stars
1,"She loves that it opens wide and flattens, holds everything she needs separatelyand easy to carry.",loves opens wide flattens holds everything needs separatelyand easy carry
1,"Very nice outside waterproof texture to this cosmetic bag. Perfect size! Has one large elastic compartment on one side, one zippered compartment in the middle. Also two elastic compartments on the opposite side. Bag is waterproof and the zipper is well-made. The zipper is a beautiful, soft gold color amd the handle is very well-made also. Nice size to keep cosmetics and brushes in. Very nice gift and excellent price for the quality.",nice outside waterproof texture cosmetic bag perfect size one large elastic compartment one side one zippered compartment middle also two elastic compartments opposite side bag waterproof zipper well made zipper beautiful soft gold color handle well made also nice size keep cosmetics brushes nice gift excellent price quality
1,"If you travel a lot, you likely can make use of a good quality travel bag.Look no further.This is a good cosmetic bag. Looks good on the outside and the inside.It's intended for women's use and would make a fine gift. It can also be used for other purposes in travel.Highly recommended!",travel lot likely make use good quality travel bag look good cosmetic bag looks good outside inside intended women use would make fine gift also used purposes travel highly recommended
1,"Contrasting color zipper adds to nice appearance yet is easy/normal to use. When it opens bag sits flat so you can get anything in and out easily. Center divider is actually a zipper pocket, which is nice for extra things especially small things. Nice internal side pockets with elastic to get into the sides easier, I like this feature. Strong outer material, very well made, strong stitching to hold up for a long time. Really like this because other make-up bags are a little smaller and my long make-up sticks never fit. This one is great!",contrasting color zipper adds nice appearance yet easy normal use opens bag sits flat get anything easily center divider actually zipper pocket nice extra things especially small things nice internal side pockets elastic get sides easier like feature strong outer material well made strong stitching hold long time really like make bags little smaller long make sticks never fit one great
